home_geo_id,work_geo_id,commuter_count,net_commute_flow,data_year,source
2.40276E+11,4,14,-350,2022,LEHD LODES8 OD
2.40276E+11,5,1,-350,2022,LEHD LODES8 OD
2.40276E+11,6,0,-350,2022,LEHD LODES8 OD
2.40276E+11,7,2,-350,2022,LEHD LODES8 OD
2.40276E+11,1,423,-485,2022,LEHD LODES8 OD
2.40276E+11,2,35,-485,2022,LEHD LODES8 OD
2.40276E+11,3,4,-485,2022,LEHD LODES8 OD
2.40276E+11,4,5,-485,2022,LEHD LODES8 OD
2.40276E+11,5,4,-485,2022,LEHD LODES8 OD
2.40276E+11,6,14,-485,2022,LEHD LODES8 OD
2.40276E+11,1,621,-693,2022,LEHD LODES8 OD
2.40276E+11,2,49,-693,2022,LEHD LODES8 OD
2.40276E+11,3,13,-693,2022,LEHD LODES8 OD
2.40276E+11,5,4,-693,2022,LEHD LODES8 OD
2.40276E+11,6,3,-693,2022,LEHD LODES8 OD
2.40276E+11,7,3,-693,2022,LEHD LODES8 OD
2.40276E+11,1,428,-492,2022,LEHD LODES8 OD
2.40276E+11,2,52,-492,2022,LEHD LODES8 OD
2.40276E+11,3,12,-492,2022,LEHD LODES8 OD
2.40276E+11,4,0,-492,2022,LEHD LODES8 OD
2.40276E+11,1,337,-410,2022,LEHD LODES8 OD
2.40276E+11,16,1,-410,2022,LEHD LODES8 OD
2.40276E+11,17,2,-410,2022,LEHD LODES8 OD
2.40276E+11,2,40,-410,2022,LEHD LODES8 OD
2.40276E+11,3,20,-410,2022,LEHD LODES8 OD
2.40276E+11,4,2,-410,2022,LEHD LODES8 OD
2.40276E+11,5,8,-410,2022,LEHD LODES8 OD
2.40276E+11,8,0,-410,2022,LEHD LODES8 OD
2.40276E+11,1,324,-352,2022,LEHD LODES8 OD
2.40276E+11,2,28,-352,2022,LEHD LODES8 OD
2.40276E+11,3,0,-352,2022,LEHD LODES8 OD
2.40276E+11,4,0,-352,2022,LEHD LODES8 OD
2.40276E+11,1,252,-316,2022,LEHD LODES8 OD
2.40276E+11,2,36,-316,2022,LEHD LODES8 OD
2.40276E+11,3,16,-316,2022,LEHD LODES8 OD
2.40276E+11,5,12,-316,2022,LEHD LODES8 OD
2.40276E+11,1,459,-660,2022,LEHD LODES8 OD
2.40276E+11,2,125,-660,2022,LEHD LODES8 OD
2.40276E+11,3,46,-660,2022,LEHD LODES8 OD
2.40276E+11,4,10,-660,2022,LEHD LODES8 OD
2.40276E+11,5,16,-660,2022,LEHD LODES8 OD
2.40276E+11,6,0,-660,2022,LEHD LODES8 OD
2.40276E+11,7,4,-660,2022,LEHD LODES8 OD
2.40276E+11,8,0,-660,2022,LEHD LODES8 OD
2.40276E+11,1,529,-851,2022,LEHD LODES8 OD
